id,text,Category,source
27,Education Details  BTech   Rayat and Bahra Institute of Engineering and BiotechnologyData Science Data ScienceSkill Details Numpy Exprience  Less than 1 year monthsMachine Learning Exprience  Less than 1 year monthsTensorflow Exprience  Less than 1 year monthsScikit Exprience  Less than 1 year monthsPython Exprience  Less than 1 year monthsGCP Exprience  Less than 1 year monthsPandas Exprience  Less than 1 year monthsNeural Network Exprience  Less than 1 year monthsCompany Details company  Wiprodescription  Bhawana AggarwalEMailbhawanachdgmailcomPhone 09876971076VVersatile highenergy professional targeting challenging assignments in MachinePROFILE SUMMARY An IT professional with knowledge and experience of 2 years in Wipro Technologies in MachineLearning Deep Learning Data Science Python Software Development Skilled in managing endtoend development and software products  projects from inception requirementspecs planning designing implementation configuration and documentation Knowledge on Python  Machine Learning Deep Learning data Science Algorithms Neural NetworkNLP GCP Knowledge on Python Libraries like Numpy Pandas Seaborn  Matplotlib Cufflinks Knowledge on different algorithms in Machine learning like KNN Decision Tree Bias variance Trade offSupport vector MachineSVMLogistic Regression Neural networks Have knowledge on unsupervised Supervised and reinforcement data Programming experience in relational platforms like MySQLOracle Have knowledge on Some programming language like CJava Experience in cloud based environment like Google Cloud Working on different Operating System like Linux Ubuntu Windows Good interpersonal and communication skills Problem solving skills with the ability to think laterally and to think with a medium term and long termperspective Flexibility and an open attitude to change Ability to create define and own frameworks with a strong emphasis on code reusabilityTECHNICAL SKILLSProgramming Languages Python CLibraries Seaborn Numpy Pandas Cufflinks MatplotlibAlgorithmsKNN Decision Tree Linear regression Logistic Regression Neural Networks K means clusteringTensorflow SVMDatabases SQL OracleOperating Systems Linux WindowDevelopment Environments NetBeans Notebooks SublimeTicketing tools Service Now RemedyEducationUG EducationBTech Computer Science from Rayat and Bahra Institute of Engineering and Biotechnology passed with 784in2016SchoolingXII in 2012 from Moti Ram Arya Sr Secondary SchoolPassed with 784X in 2010 from Valley Public School Passed with 94 CGPAWORK EXPERINCETitle  Wipro Neural Intelligence PlatformTeam Size  5Brief Wipros Neural Intelligence Platform harnesses the power of automation and artificial intelligencetechnologiesnatural language processing NLP cognitive machine learning and analytics The platformcomprises three layers a data engagement platform that can easily access and manage multiple structured andunstructured data sources an intent assessment and reasoning engine that includes sentiment and predictiveanalytics and a deep machine learning engine that can sense act and learn over time The project entailedautomating responses to user queries at the earliest The Monster Bot using the power of Deep Machine LearningNLP to handle such queries User can see the how their queries can be answered quickly like allL1 activities can beeliminatedEntity Extractor  This involves text extraction and NLP for fetching out important information from the text likedates names places contact numbers etc This involves Regex Bluemix NLU apis and machine learning usingTensor flow for further learning of new entitiesClassifier This involves the classifications of classes training of dataset and predicting the output using the SKLearnclassifier MNB SVM SGD as Classifier and SGD for the optimization to map the user queries with the bestsuited response and make the system efficientNER A Deep Learning NER Model is trained to extract the entities from the text Entities like Roles SkillsOrganizations can be extracted from raw text RNNLSTM Bidirectional model is trained for extracting such entitiesusing Keras TensorFlow frameworkOTHER PROJECTSTitle  Diabetes DetectionBrief  Developed the software which can detect whether the person is suffering from Diabetes or not and got the thirdprize in itTRAINING AND CERTIFICATIONSTitle Python Training Machine Learning Data Science Deep LearningOrganization Udemy Coursera Machine Learning Deep LearningPersonal ProfileFathers Name Mr Tirlok AggarwalLanguage Known  English  HindiMarital Status SingleDate of BirthGender19931220YYYYMMDD Fcompany  Wiprodescription  Developing programs in Pythoncompany  Wiprodescription  Title  Wipro Neural Intelligence PlatformTeam Size  5Brief Wipros Neural Intelligence Platform harnesses the power of automation and artificial intelligencetechnologiesnatural language processing NLP cognitive machine learning and analytics The platformcomprises three layers a data engagement platform that can easily access and manage multiple structured andunstructured data sources an intent assessment and reasoning engine that includes sentiment and predictiveanalytics and a deep machine learning engine that can sense act and learn over time The project entailedautomating responses to user queries at the earliest The Monster Bot using the power of Deep Machine LearningNLP to handle such queries User can see the how their queries can be answered quickly like allL1 activities can beeliminatedEntity Extractor  This involves text extraction and NLP for fetching out important information from the text likedates names places contact numbers etc This involves Regex Bluemix NLU apis and machine learning usingTensor flow for further learning of new entitiesClassifier This involves the classifications of classes training of dataset and predicting the output using the SKLearnclassifier MNB SVM SGD as Classifier and SGD for the optimization to map the user queries with the bestsuited response and make the system efficientNER A Deep Learning NER Model is trained to extract the entities from the text Entities like Roles SkillsOrganizations can be extracted from raw text RNNLSTM Bidirectional model is trained for extracting such entitiesusing Keras TensorFlow frameworkcompany  Wipro Technologiesdescription  An IT professional with knowledge and experience of 2 years in Wipro Technologies in MachineLearning Deep Learning Data Science Python Software Development Skilled in managing endtoend development and software products  projects from inception requirementspecs planning designing implementation configuration and documentation Knowledge on Python  Machine Learning Deep Learning data Science Algorithms Neural NetworkNLP GCP Knowledge on Python Libraries like Numpy Pandas Seaborn  Matplotlib Cufflinks Knowledge on different algorithms in Machine learning like KNN Decision Tree Bias variance Trade offSupport vector MachineSVMLogistic Regression Neural networks Have knowledge on unsupervised Supervised and reinforcement data Programming experience in relational platforms like MySQLOracle Have knowledge on Some programming language like CJava Experience in cloud based environment like Google Cloud Working on different Operating System like Linux Ubuntu Windows Good interpersonal and communication skills Problem solving skills with the ability to think laterally and to think with a medium term and long termperspective Flexibility and an open attitude to change Ability to create define and own frameworks with a strong emphasis on code reusability,Data Science,tech_resumes1_csv
19,Expertise  Data and Quantitative Analysis  Decision Analytics  Predictive Modeling  DataDriven Personalization  KPI Dashboards  Big Data Queries and Interpretation  Data Mining and Visualization Tools  Machine Learning Algorithms  Business Intelligence BI  Research Reports and Forecasts Education Details  PGP in Data Science  Mumbai Maharashtra Aegis School of data science  Business BE in Electronics  Communication Electronics  Communication Indore Madhya Pradesh IES IPS AcademyData Scientist Data Scientist with PR CanadaSkill Details Algorithms Exprience  6 monthsBI Exprience  6 monthsBusiness Intelligence Exprience  6 monthsMachine Learning Exprience  24 monthsVisualization Exprience  24 monthsspark Exprience  24 monthspython Exprience  36 monthstableau Exprience  36 monthsData Analysis Exprience  24 monthsCompany Details company  Aegis school of Data Science  Businessdescription  Mostly working on industry project for providing solution along with Teaching Appointments Teach undergraduate and graduatelevel courses in Spark and Machine Learning as an adjunct faculty member at Aegis School of Data Science Mumbai 2017 to Presentcompany  Aegis school of Data  Businessdescription  Data Science Intern Nov 2015 to Jan 2016Furnish executive leadership team with insights analytics reports and recommendations enabling effective strategic planning across all business units distribution channels and product lines Chat Bot using AWS LEX and Tensor flow  PythonThe goal of project creates a chat bot for an academic institution or university to handle queries related courses offered by that institute The objective of this task is to reduce human efforts as well as reduce man made errors Even by this companies handle their client 24x7 In this case companies are academic institutions and clients are participants or students Web scraping using Selenium web driver   PythonThe task is to scrap the data from the online messaging portal in a text format and have to find the pattern form it Data Visualization and Data insights   Hadoop Eco System Hive PySpark QlikSenseThe goal of this project is to build a Business Solutions to a Internet Service Provider Company like handling data which is generated per day basis for that we have to visualize that data and find the usage pattern form it and have a generate a reports Image Based Fraud Detection   Microsoft Face API PySpark Open CVThe main goal of project is Recognize similarity for a face to given Database images Face recognition is the recognizing a special face from set of different faces Face is extracted and then compared with the database Image if that Image recognized then the person already applied for loan from somewhere else and now hiding his or her identity this is how we are going to prevent the frauds in the initial stage itself Churn Analysis for Internet Service Provider   R Python Machine Learning HadoopThe objective is to identify the customer who is likely to churn in a given period of time we have to pretend the customer giving incentive offers Sentiment Analysis   Python NLP Apache Spark service in IBM BluemixThis project is highly emphasis on tweets from Twitter data were taken for mobile networks service provider to do a sentiment analysis and analyze whether the expressed opinion was positive negative or neutral capture the emotions of the tweets and comparative analysisQuantifiable Results Mentored 712 Data Science Enthusiast each year that have all since gone on to graduate school in Data Science and Business Analytics Reviewed and evaluated 2040 Research Papers on Data Science for one of the largest Data Science Conference called Data Science Congress by Aegis School of Business Mumbai Heading a solution providing organization called Data Science Delivered into Aegis school of Data Science Mumbai and managed 45 live projects using Data Science techniques Working for some social cause with the help of Data Science for Social Goods Committee where our team developed a product called Lets find a missing Child for helping societycompany  IBM India pvt ltddescription  Mostly worked on blumix and IBM Watson for Data science,Data Science,tech_resumes1_csv
24,Education Details  MCA   YMCAUST  Faridabad  HaryanaData Science internship Skill Details Data Structure Exprience  Less than 1 year monthsC Exprience  Less than 1 year monthsData Analysis Exprience  Less than 1 year monthsPython Exprience  Less than 1 year monthsCore Java Exprience  Less than 1 year monthsDatabase Management Exprience  Less than 1 year monthsCompany Details company  Itechpowerdescription,Data Science,tech_resumes1_csv
709,TECHNICAL EXPERTISE  DB Languages SQL  Database Tools SQL Server 2014 2017 Postgresql 95 96 Oracle 11gR2  Operating Systems Redhat Linux Oracle Linux Windows Server 2012 2016 OTHER TECHNICAL SKILLS ORACLE 11G R2  Proficient in Oracle Database Software Installation Creation of Database using GUISilent DBCA Architecture File management Space Management User Management Creating Roles and assigning PrivilegesRoles in 11gR2 and troubleshooting them  Hands on experience Control filesRedologArchiveUndo Management  Configuring ListeneroraTnsnamesora file using Netmgrnetca  Generating AWR reports ADDM ASH reports to diagnose the problems  Database Backup CloningDuplicate using hot  cold backups using RMAN  Knowledge in Flashback Technologies  ExpdpImpdp  Implemented Oracle11gR2 RAC on Oracle Linux Platform and knowledge of services for troubleshooting RAC CRSCTL SRVCTL  Knowledge on installation and configuration of RAC AddRemove Nodes on RAC  Configuration of physical standby database Data guard  Successfully upgraded from 11201 to 11204  PSU patching using O patch STRENGTHS  Good Communication skills  Selfconfident and can adapt myself to all work environments  Enjoy responsibilities as lead and team player  Patient listener  quick learner  Capable of explaining issues  solving themEducation Details  BE Computer Engineering Mumbai Maharashtra Mumbai University Higher Secondary Certificate   Dr DY Patil Jr CollegeDatabase Administrator Database Administrator  DBA in Marketplace Technologies LtdSkill Details DATABASE Exprience  61 monthsBACKUPS Exprience  48 monthsLINUX Exprience  48 monthsMS SQL SERVER Exprience  48 monthsSQL Exprience  48 monthsCompany Details company  DBA in Marketplace Technologies Ltddescription  Project Title EBoss Datafeed MFDB RTRMS IndiaINXcompany  Standard  Enterprisedescription  Redhat Linux 74 Postgresql 95 96Duration Feb 2017  till dateDescription Bombay Stock Exchange BSE  is Asias first  the Fastest Stock Exchange in world with the speed of 6 micro seconds and one of Indias leading exchange groups provides an efficient and transparent market for trading in equity currencies debt instruments derivatives mutual funds BSE SME is Indias largest SME platform which has listed over 250 companies and continues to grow at a steady paceJOB ROLES  RESPONSIBILITIESPOSTGRESQL   Worked on Redhat Linux OS Cluster with Postgresql for High Availability HA using Pacemaker Coordinated with DevelopersLinux teams for database knowledge and support Participated in implementation of new releases into production Installed Configured Postgresql from source or packages on Redhat Linux servers Performed Postgresql Server Management tasks ie Backup  Restore Configuration Roles Blockings Tablespace creation and Troubleshooting Worked with Storage team for Disaster Recovery DR setup built on SAN using EMC technology  Configured LDAP authentication  GSSAPI Authentication from Windows to Linux for Postgresql Configured logical replication for Database servers hot standby Postgresql servers faster database backup methods schema and tablespace backups Configured maximum connections to database on Linux servers Installed tdsfdw from source for linked servers to connect to heterogeneous databases  other required extensions backup configuration PITR using base backupsMSSQL   Daytoday administration of live SQL Servers Participated in Live Primary Recovery PR  Disaster Recovery DR activities Participated in PR  DR mocks for new releases into production Configured Linked Servers Transactional replication Maintenance tasks like database backup  restore recovery scheduled jobs maintenance plans Installed  Configured SQL server 2014 2017 standalone and SQL Cluster servers Maintained the security of the database by providing appropriate SQL roles logins and permissions to the users on demand Worked with teams on application rollouts application issues and SQL server migrations Exposure in handling production system with skills and understand clients requirement Performed SQL Server service pack upgrades and hot fixes Handled multiple SQL Instances on Windows SQL Cluster environment built on  EMC SAN Worked on MSSQL DB clusters with activeactive  active passive servers AlwaysOn Availability Groups AAG and HADR Setup Have experience on SAN and RAID levels and building and supporting SQL Cluster servers on SAN Environmentscompany  BSE Bombay Stock Exchangedescription  Environment Windows server 2008 R2 2012 R2 2016 Enterprise  Standard,Database,tech_resumes1_csv
735,Education Details January 2016 BSc  Mumbai Maharashtra Mumbai UniversityJanuary 2013 HSC   Maharashtra BoardJanuary 2011 SSC   Maharashtra BoardMySQL Database Administrator 2 Years of experience in MySQL Database Administrator  MySQL DBASkill Details MySQL DBA  Centos  Backup  Restore  Replication  Query Optimazation Exprience  24 monthsCompany Details company  Trimax IT Infrastructure  Services Ltddescription  MYSQL Installation maintenance and Upgrades Version 55  56MySQL database administration on a large scale MySQL installationExperience with MySQL on both Linux and WindowsMySQL processes security management and queries optimizationPerformed query analysis for slow and problematic queriesPerformed Structural changes to Database like creating tables adding columns according to business requirementCreating and MaintainingDatabase Maintenance PlansWriting scripts to Create Jobs for Backup  Restore PlansWorking on MYISAM to INNODB engineWorking on Server shifting  tuning parameter  database purgingWorking on Mysql master slave ReplicationHandling Release management and user acceptanceRestore using xtrabackupResponsibilities include monitoring daily weekly and monthly system maintenance tasks such as database backup replication verification database integrity verification and indexing updatesWork in 247 production database supportcompany  Trimax IT Infrastructure  Services Ltddescription  MYSQL Installation maintenance and Upgrades Version 55  56MySQL database administration on a large scale MySQL installationExperience with MySQL on both Linux and WindowsMySQL processes security management and queries optimizationPerformed query analysis for slow and problematic queriesPerformed Structural changes to Database like creating tables adding columns according to business requirementCreating and MaintainingDatabase Maintenance PlansWriting scripts to Create Jobs for Backup  Restore PlansWorking on MYISAM to INNODB engineWorking on Server shifting  tuning parameter  database purgingWorking on Mysql master slave ReplicationHandling Release management and user acceptanceRestore using xtrabackupResponsibilities include monitoring daily weekly and monthly system maintenance tasks such as database backup replication verification database integrity verification and indexing updatesWork in 247 production database support,Database,tech_resumes1_csv
722,TECHNICAL SKILLS Operating Systems MS Windows Server 20122008XP Software and Tools MS LiteSpeed Idera SQL Safe SSMS Upgrade Advisor SQL Server Profiler SCOM Diagnostic Manager Remedy Jira Infopacc Tivoli TDP backup tool SQL Pack DatabasesMS SQL Server 201620142012 2008 R2 2008 Oracle 10g Netezza Microsoft azure Education Details  Masters of Science Computer Science Pune Maharashtra Indira College Pune UniversityLead database administrator Microsoft Certified Professional with 11 years of experience in database administration on MS SQL Server 2016201420122008 R2 2008Skill Details MS SQL SERVER Exprience  110 monthsMicrosoft azure Exprience  Less than 1 year monthsAlways on availabiity group Exprience  Less than 1 year monthsDatabase mirroring Exprience  Less than 1 year monthsPerformance tuning Exprience  Less than 1 year monthsLog shipping Exprience  Less than 1 year monthsInstallation  upgrade migration and patching Exprience  Less than 1 year monthsCompany Details company  Ensonodescription  Employment transfer as a part of project acquisition to Ensono from WiproSQL Server Database Administrationcompany  Wipro Technologiesdescription  Microsoft Certified Professional with 11 years of experience in database administration on MS SQL Server 2016201420122008 R2 2008Experience with MS SQL Server 2016201420122008 R2 2008 installation upgrade and administrationMicrosoft Azure certifiedHave understanding of Azure VM Azure Storage Azure network Azure AD and Azure SQL databaseIncident management change management and Problem management for SQL Server Database teamParticipating in meetings conference calls with client Service Delivery Manager and Application team for System improvementsParticipated in quarterly DR activityInvolved in creation of SIP  Service Improvement PlansInvolved in handling of high severity issues and provided RCA for the sameWorked on Always on availability groups database mirroring replication clustering and log shippingHave basic understanding of Oracle and NetezzaProvided on call support during out of office hours and weekendsResource  shift management of 5 SQL DBAs from offshore in multiclient environment for Data center servicesProvided KT to team members monitor and guide traineescompany  Wipro Technologiesdescription  Responsibilities  MS SQL Server 201620142012 2008 R2 2008 installation configuration and administration Worked on Always on availability groups log shipping database mirroring and clustering Participated in  PCI scan report to perform installation of security hot fixes service packs for SQL servers to remove vulnerability Participated in Holmes BOTS automation implementation of SQL Pack tool Worked on service requests incidents and critical issues Involved in conference calls to provide DBA support for critical issues Performance tuningEnvironment SQL Server 2016201420122008R22008 Windows Server 20122008R22008company  Mphasisdescription  company  Mphasisdescription  Responsibilities  MS SQL Server 2012 2008 R2 2008  installation configuration and administration Worked on Always on availability groups log shipping database mirroring and clustering Performed SQL server patching activity  Worked on daily reports like cluster failover backup AGLSMirror report and server disk space report Worked on service requests incidents and critical issues Participated in quarterly DR activity Involved in conference calls to provide DBA support for critical issues Provided support to windows team during patching for AGmirrorcluster failoverfailback and database health check Performed all the health checks for market open servers and provided update in market open call  Deeply involved in   resolution of the issue and finding the root cause analysis of the issue  Performance tuningEnvironment SQL Server 20122008R22008 Windows Server 2008R22008company  Synechron Technologies Pvt Ltddescription  Responsibilities  SQL server Oracle and Netezza databases support tasks MS SQL Server 2008 R2 2008 installation upgrade and administration Done capacity planning for database growth for all SQL servers Troubleshooting alerts Worked on log shipping and mirroringEnvironment SQL Server 2008R22008 Windows Server 2008R22008 Oracle 10gRACcompany  Synechron Technologies Pvt Ltddescription  company  Synechron Technologies Pvt Ltddescription  Responsibilities  Pursued indepth training on Oracle 11g Architecture and SQL ServerEnvironment SQL Server 2008R22008 Windows Server 2008R22008 Oracle 10gcompany  Synechron Technologies Pvt Ltddescription  Responsibilities  Carried out version changes for schemas from PE8 version to EE11 version as per the process givenEnvironment Oracle 11gcompany  Mastek Ltddescription  Responsibilities  SQL Server 2008 R2 2008 installation upgrade and administration  database backuprestore Performed MS SQL Server audits  Worked with database mirroring replication log shipping and clustering Supported UAT and PROD environments  Performed deployment document review Carried out deployments for different applicationsEnvironment SQL Server 2008R22008 Windows Server 2008R22008company  Mastek Ltddescription  company  PP Software and Systems Ltddescription  company  PP Software and Systems Ltddescription  Description The system provides Master Data Management and Procurement modules for dairy industryResponsibilities  Designed coded and tested  Customized ERP system as per the requirementEnvironment Core Java PostgreSQL,Database,tech_resumes1_csv
716,Software Skills  RDBMS MS SQL SERVER 200020052008  2012 2014  Operating Systems WINDOWS XP7 WINDOWS SERVER 2008 12  Fundamentals MS Office 0307  Tools SSMS Performance Monitor Sql profiler SQL lite speed Company name Barclays Technology Centre India Team Size 24 Role Database Administrator Support Description Barclays Technology is a UK based retail  invest bank and 300 years of old bank It has operations in over 40 countries and employs approximately 120 000 people Barclays is organised into four core businesses Personal  Corporate Personal Banking Corporate Banking Wealth  Investment Management Barclaycard Investment Banking Responsibilities  Attending various calls from all over the world on various database issues  Working on Web Gui alerts and resolving incident tickets within the time lines  Troubleshoooting log shipping issues and fixing the related alerts  Identifying and Resolving Blocking and locking related issues  Configuration and monitoring Replication Log shipping and mirroring setup  Working on replication issues and Always ON issue  Granting and revoking permissions on various account provisioning tasks  Working on call support during the weekend and performing DR tests and working on weekly maintenance jobs and weekend change requests Education Details  BSc Maths  Kakatiya University Board securedSQL server database administrator Database administratorSkill Details DATABASE Exprience  120 monthsDATABASE ADMINISTRATOR Exprience  72 monthsMAINTENANCE Exprience  48 monthsMS SQL SERVER Exprience  48 monthsREPLICATION Exprience  48 monthsCompany Details company  Barclays global services centredescription  SQL server databases implementation and maintenancesLog shipping replication High availability clustering performance tuning database mirroring Installation configuration upgradation migrationcompany  Wipro Infotech Pvt Ltddescription  SQL server database administratorcompany  CITI Bankdescription  Worked as Database Support at Accord Fintech Sanpada from Sep 2008 to 2013 Febcompany  description  2012     Sound knowledge in Database Backup Restore Attach and Detach and Disaster Recovery procedures     Developed backup and recovery strategies for production environment     Ensuring data consistency in the database through DBCC and DMV commands     Experience in query tuning and stored procedures and troubleshooting performance issues     Having hands on experience in DR process including log shipping and database mirroring     Experience in scheduling   monitoring of Jobs     Experience in configure and troubleshooting in Always ON     Creating and Maintaining of Maintenance Plan     Expertise in planning and implementing MS SQL Server Security and Database permissions     Clear understanding of Implementation of Log Shipping Replication and mirroring of databases between the servers     Performance Tuning Performance Monitor SQL Profiler Query Analyzer      Security for server  Databases Implementing security by creating rolesusersAdded users in roles assigning rights to roles     Create and maintaining the linked servers between sql Instances     Create and maintaining and Database mail     Monitor and troubleshoot database issues     Creating DTS packages for executing the required tasks     Experts in create indexes Maintaining indexes and rebuilds and reorganizes     Daily Maintenance of SQL Servers included reviewingSQL error logs Event Viewer,Database,tech_resumes1_csv
741,TECHNICAL SKILLS  SQL  Oracle v10 v11 v12  R programming Python linear regression machine learning and statistical modelling techniquesobtained certification through Edvancer Eduventures training institute KEY SKILLS  Multitasking working to meet client SLA in high pressure scenarios handling sensitive clients along with improved skills at being a team player  Excellent communication skills and quick learner  Leadership qualities team networking and courage to take up the problems proactivelyEducation Details June 2012    Sadvidya PreUniversity CollegeApplication Database AdministratorDBMS Oracle Application Database AdministratorDBMS Oracle  IBM India Pvt LtdSkill Details CLIENTS Exprience  30 monthsMACHINE LEARNING Exprience  30 monthsORACLE Exprience  30 monthsSQL Exprience  30 monthsEXCELLENT COMMUNICATION SKILLS Exprience  6 monthsCompany Details company  IBM India Pvt Ltddescription  Client Blue Cross Blue Shield MA Massachusetts Health Insurance   Used Oracle SQL to store and organize data This includes capacity planning installation configuration databasedesign migration security troubleshooting backup and data recovery   Worked with client databases installed on Oracle v10 v11 v12 on a Linux platform   Proficient communication with clients across locations facilitating data elicitation   Handling numerous business requests and solving them diligently within the given time frame and responding quickly and effectively to production issues within SLA   Leading a team in co ordination with business to conduct weekly checkouts of the database servers and systemsIBM CertificationsStatistics 101 Applied Data Science with R Big Data Foundations Data Science FoundationsBusiness Analytics Certification PuneWorked on Retail and Banking projects to design a predictive business model using machine learning techniques inR programming for an efficient business and marketing strategy,Database,tech_resumes1_csv
612,Skills VISA B1VISA USA Onsite Visits to Sweden  US Seattle Education Details January 2013 Post Graduate Diploma Information Technology Pune Maharashtra Symbiosis InstituteJanuary 2007 Bachelor of Engineering Electronics and Telecommunications Pune Maharashtra Pune UniversityCloud Operations Architect DevOps Cloud Operations Architect DevOps  DevOpsSkill Details Cloud Computing Exprience  48 monthsShell Scripting Exprience  96 monthsPython Exprience  6 monthsAutomation Exprience  72 monthsSolution Architect Exprience  Less than 1 year monthsAzure Exprience  Less than 1 year monthsAWS Exprience  Less than 1 year monthsCompany Details company  DevOpsdescription  Type DevOps EngineerPlatform AWS Cloud Azure CloudServices AWS EC2 RDS CloudFormation Template Lambda Dynamo DBCloud Watch Autoscaling Elastic Bean stalk AppdynamicsHere I manage Tibco Spotfire enterprise  Cloud Product support Being the only Ops member in India I got a chance to recruit  build entire team of 15 members I also worked on 4 different Projects  products simultaneously and added the hired members into these productsMy responsibilities in this project include1 Managing Tibco Spotfire Enterprise  Cloud environment2 Helping India QA team with the preproduction environment for testing3 Coordinating production deployment  hotfixes4 Leading the team and handling 4projects5 Arranging workshops over new AWS services for entire TeamShell scripts for Automation Wrote shell script to extract the AWS running instances and shut it down Wrote shell script to extract free EIP and release those Wrote Lambda function to trigger important scriptscompany  Synechron Technologies Limiteddescription  Type Administration automation  MonitoringPlatform LinuxUnix LinuxXen ServersSoftware Puppet Redhat Satellite server mysql database shell scriptingMy responsibilities in this project included1 Managing linux media servers farms and provide application support2 Patching Linux physical and xen boxes3 Creating Satellite channels on Satellite server4 Automation via shell scripting and mysql DB support5 Troubleshooting the customized applicationscompany  Tsys Limiteddescription  Type Development automation  MonitoringPlatform LinuxUnix windowsSoftware mysql database shell scriptingHere my responsibility was to provide access to the users on RHDS Cvs and dot project serversIt also included providing access to users on devprod VDI servers Handling mysql database and shell scripting to automate the tasksMy responsibilities in this project included1 Requirements and Analysis Understanding the requirements of the project and planning the environment and the access required2 Implementing mysql replication over linux servers3 Fine tuning the existing applications4 Testing  debugging the scripts for any errorscompany  Patni Computer Systems Limiteddescription  Project CPIType Development automation  MonitoringPlatform P8 Filenet LinuxUnix IBM AIXSoftware Sound knowledge of HTML shell scriptingClient Genworth FinancialDuration 2 yrs 2 monthsRole Senior System EngineerCPI is a Maintenance Project that caters to maintenanceenhancements of different applications which are a part of Genworth Imaging Solutions It has different applications that process the scanned Insurance documents sent from different Providers and stores the information in Oracle Database and images in P8 Filenet It has multiple applications to generate reports to be sent to providersAdministration Support Providing support to the L1 engineers Monitoring P8 Filenet application Handling Tickets raised by the users Administration of the 10 Linux Proxy servers and mysql servers Implementing mysql replication Checking the logs of the sites visited by the users and the data downloadedMysql  Oracle  SQL Support Preparing SQL queries for the client users Handling Oracle database Testing insert select update queries over servers and deploying over production Handling the bugs raised by the users Implementing mysql replication over linux servers Taking database backup through mysql dumpApplication Support To make sure that the customer applications like eProcess Trexo are working fine To make sure all the customized filenet instances are working fine Writing scripts to automate few of the applicationsShell scripts for Automation Wrote shell script to delete the logs older than five days which was successfully deployed over Production servers,DevOps Engineer,tech_resumes1_csv
645,Skills VISA B1VISA USA Onsite Visits to Sweden  US Seattle Education Details January 2013 Post Graduate Diploma Information Technology Pune Maharashtra Symbiosis InstituteJanuary 2007 Bachelor of Engineering Electronics and Telecommunications Pune Maharashtra Pune UniversityCloud Operations Architect DevOps Cloud Operations Architect DevOps  DevOpsSkill Details Cloud Computing Exprience  48 monthsShell Scripting Exprience  96 monthsPython Exprience  6 monthsAutomation Exprience  72 monthsSolution Architect Exprience  Less than 1 year monthsAzure Exprience  Less than 1 year monthsAWS Exprience  Less than 1 year monthsCompany Details company  DevOpsdescription  Type DevOps EngineerPlatform AWS Cloud Azure CloudServices AWS EC2 RDS CloudFormation Template Lambda Dynamo DBCloud Watch Autoscaling Elastic Bean stalk AppdynamicsHere I manage Tibco Spotfire enterprise  Cloud Product support Being the only Ops member in India I got a chance to recruit  build entire team of 15 members I also worked on 4 different Projects  products simultaneously and added the hired members into these productsMy responsibilities in this project include1 Managing Tibco Spotfire Enterprise  Cloud environment2 Helping India QA team with the preproduction environment for testing3 Coordinating production deployment  hotfixes4 Leading the team and handling 4projects5 Arranging workshops over new AWS services for entire TeamShell scripts for Automation Wrote shell script to extract the AWS running instances and shut it down Wrote shell script to extract free EIP and release those Wrote Lambda function to trigger important scriptscompany  Synechron Technologies Limiteddescription  Type Administration automation  MonitoringPlatform LinuxUnix LinuxXen ServersSoftware Puppet Redhat Satellite server mysql database shell scriptingMy responsibilities in this project included1 Managing linux media servers farms and provide application support2 Patching Linux physical and xen boxes3 Creating Satellite channels on Satellite server4 Automation via shell scripting and mysql DB support5 Troubleshooting the customized applicationscompany  Tsys Limiteddescription  Type Development automation  MonitoringPlatform LinuxUnix windowsSoftware mysql database shell scriptingHere my responsibility was to provide access to the users on RHDS Cvs and dot project serversIt also included providing access to users on devprod VDI servers Handling mysql database and shell scripting to automate the tasksMy responsibilities in this project included1 Requirements and Analysis Understanding the requirements of the project and planning the environment and the access required2 Implementing mysql replication over linux servers3 Fine tuning the existing applications4 Testing  debugging the scripts for any errorscompany  Patni Computer Systems Limiteddescription  Project CPIType Development automation  MonitoringPlatform P8 Filenet LinuxUnix IBM AIXSoftware Sound knowledge of HTML shell scriptingClient Genworth FinancialDuration 2 yrs 2 monthsRole Senior System EngineerCPI is a Maintenance Project that caters to maintenanceenhancements of different applications which are a part of Genworth Imaging Solutions It has different applications that process the scanned Insurance documents sent from different Providers and stores the information in Oracle Database and images in P8 Filenet It has multiple applications to generate reports to be sent to providersAdministration Support Providing support to the L1 engineers Monitoring P8 Filenet application Handling Tickets raised by the users Administration of the 10 Linux Proxy servers and mysql servers Implementing mysql replication Checking the logs of the sites visited by the users and the data downloadedMysql  Oracle  SQL Support Preparing SQL queries for the client users Handling Oracle database Testing insert select update queries over servers and deploying over production Handling the bugs raised by the users Implementing mysql replication over linux servers Taking database backup through mysql dumpApplication Support To make sure that the customer applications like eProcess Trexo are working fine To make sure all the customized filenet instances are working fine Writing scripts to automate few of the applicationsShell scripts for Automation Wrote shell script to delete the logs older than five days which was successfully deployed over Production servers,DevOps Engineer,tech_resumes1_csv
