Category,Resume
Java Developer,SKILLS  1 Team leading 2 Selfmotivated 3 Hard working  Strengths Ready to learn new Programming Languages Punctual Discipline Respectfulness DECLARATION I hereby inform you that all the statement made above are true with the best of my knowledge and belief Education Details August 2014 to July 2017 MCA Computer Sciene Amravati Maharashtra SGBAU AmaravtiJava Web Developer Skill Details Core JavaJSPServletSpringHibernateStrutsJavascript Exprience  6 monthsCompany Details company  Salcluster Technologiesdescription  1  I am Java web developer2 Jsp  servlet Sprinng MVC Technologies
Java Developer,Skills  Language Java  Operating System Windows Linux CentOS 66  Databases Oracle My SQL and Derby Embedded DB  IDE Eclipse Oxygen  Tools SonarQube Putty Responsibilitis  Participated in requirements gathering and design development meetings  Reviewed code and debugged errors to improve performance  Coordinated with systems partners to finalize designs and confirm requirements  Consistently met deadlines and requirements for all production work orders  Collaborated with other developers to identify and alleviate the number of bugs in the software and provided maintenance and development of bug fixes and patch sets for existing applications Education Details  Bachelor of Engineering  Computer   Savitribai Phule Pune UniversityJava Developer Java Developer  Aurus Tech Pvt LtdSkill Details JAVA Exprience  32 monthsLINUX Exprience  6 monthsAdavance Java Exprience  Less than 1 year monthsDerby Exprience  Less than 1 year monthsOracle Exprience  Less than 1 year monthsCompany Details company  Aurus Tech Pvt Ltddescription  Having 2 years of experience in working with a Payment Gateway Solutions provider with Core Java Hardworking Java Developer enthusiastic about working with multicultural teamscompany  Aurus Tech Pvt Ltddescription   Participated in requirements gathering and design development meetings Reviewed code and debugged errors to improve performance Coordinated with systems partners to finalize designs and confirm requirements Consistently met deadlines and requirements for all production work orders Collaborated with other developers to identify and alleviate the number of bugs in the software and provided continued maintenance and development of bug fixes and patch sets for existing applications
Java Developer,Education Details August 2010 to May 2017 BE Electronics  Communication Jabalpur Madhya Pradesh Takshshila institute of technologyJava developer Skill Details Java Javascript Exprience  6 monthsCompany Details company  Wab It Softwere Pvt  Ltddescription  Jr Java Developer
Java Developer,Technical Skills Trained  Project Acquired Skills  Languages Known C C J2EE Spring Hibernate  Testing Functional Testing Manual Testing  Operating Systems Windows  Linux  Packages MSoffice  Databases My SQL  PostgreSQLEducation Details January 2013 to January 2017 BE Computer Science and Engineering  RTMNU University  Jhulelal Institute of TechnologyJanuary 2011 to January 2013 HSC  Nagpur Maharashtra Maharashtra State Board  Dayanand Arya Kanya Junior CollegeJanuary 2010 to January 2011 SSC  Nagpur Maharashtra Maharashtra State BoardJava Developer Java Developer  Inouvelle Ventures Private LimitedSkill Details J2EE Exprience  17 monthsC Exprience  6 monthsDATABASES Exprience  6 monthsFUNCTIONAL TESTING Exprience  6 monthsLINUX Exprience  6 monthsCompany Details company  Inouvelle Ventures Private Limiteddescription  Nagpur1   Project name Stock Management SystemDecember 2017  Till DateLanguage of implementation Angular Frontend JAVA  J2EE spring Hibernate Framework Backend PostgresSql DatabaseRole Java DeveloperOperating system Windows XP0708Description Stock management System is Specially Developing for the Medicinal Market This software is developing to keep the track of medicines ailments surgical Equipments  also to keep the track of Wholesalers Retailers Employees  Customers of the Company Stock management system is the practice of ordering storing tracking and controllinginventory Debtor invoicing software helps small businesses and freelancers keep track of company assets    Stockmanagement may also be called stock control inventory management or inventory controlcompany  Inouvelle Ventures Private Limiteddescription  Project Profilecompany  Inouvelle Ventures Private Limiteddescription  Language of implementation Angular Frontend JAVA  J2EE spring Hibernate Framework Backend PostgresSql DatabaseRole Java Developer Manual TestingOperating system Windows XP0708Description This Project is done for the Oldest Printing Press in Nagpur The proposed web based Printing PressManagement System designed according to user and system requirement to fulfil the existing problems This system offers the products and services that enhance organization growth efficiency and profitability
Java Developer,TECHNICAL SKILLS Skills Java SQL PLSQL C C BootStrap JSP Ext JS Operating Systems Windows Tools Toad Eclipse SoapBox Postman Databases Oracle MSSQL MSAccess MSExcelEducation Details January 2017 BE Computer Technology Gondia MAHARASHTRA IN Manoharbhai Patel Institute of Engineering and Technology HSC  Gondia MAHARASHTRA IN SMP Science CollegeJava Developer Java Developer  Xoriant Solutions Pvt LtdSkill Details Company Details company  Xoriant Solutions Pvt Ltddescription  PunePeriod                Sept 2017 to till dateRole                  Java DeveloperDescription           ResRent is a team responsible for the development of variousmodules for Hertz They are responsible for the development of screens in the portfolios they look after and act as aprimary control function developing webservices to ensure it canbe hit by XML and JSON We build various modules which areinbuilt in Hertz to provide interfaces for end users in their tasksTools                 Eclipse TOAD SoapBox PostmanResponsibilities       Develop module from Backend to Middleware to Frontend Bugs fixing and proactive developing of enhancements Resolve Application incidents within defined UCs  creatingdifferent Task ticket as well Debug and provide solution for workflow Resolving DB issues and providing technical support to BAs Keeping track of deployments and effect of same on ongoingjobs Contribution towards automation of daily activities and processbased organization Ontime withinbudget delivery meeting customers qualityexpectations Maintain knowledge base of domain known defects and issuesprocesses and development techniquescompany  Xoriant Solutions Pvt Ltddescription  Strong communication collaboration  team building skills with proficiency at graspingnew technical concepts quickly and utilize the same in a productive manner Experience in development in Web application Resolve project related issues in minimal time Able to communicate effectively with multifunctional teams programmers and technical staff at all levels Good knowledge of Java Sql Ext JS JSP XML Web services Good interpersonal  analytical skills with proven abilities in resolving the complexsoftware issue
Java Developer,TECHNICAL STRENGTHS Computer Language JavaJ2EE Swift HTML Shell script MySQL Databases MySQL Tools SVN Jenkins Hudson Weblogic12c Software Android Studio Eclipse Oracle Xcode Operating Systems Win 10 Mac High Sierra Education Details June 2016 BE Information Technology Goregaon MAHARASHTRA IN Vidyalankar Institute of TechnologyMay 2013   Mumbai Maharashtra Thakur PolytechnicMay 2010   Mumbai Maharashtra St Johns Universal SchoolJava developer Java developer  Tech MahindraSkill Details JAVA Exprience  21 monthsMYSQL Exprience  21 monthsDATABASES Exprience  17 monthsJ2EE Exprience  17 monthsANDROID Exprience  6 monthsCompany Details company  Tech Mahindradescription  Team Size 5Environment Java Mysql Shell scriptWebserver JenkinsDescription ORFormatter is an application which takes the input file as Geneva Modified File GMF from Geneva server and reads the data to generate Bill backup and Bill Invoices for Client customers of BT These invoices would be sent across to all the clients after billingContributionPlayed the role of Java developer involved in applying change request to current modulesWorked on requirement analysis and development for the user stories and also preformed dev unit testing for the user stories Handled E2E issues and fixing bugsPrepare required program level and userlevel documentationcompany  Tech Mahindradescription  Team Size 5Environment Java EJB Mysql Shell scriptWebserver Weblogic12c Server JenkinsDescription STAA is an encapsulation middleware layer acting as an interface between clients operational support systems and Legacy systems It transforms the legacy data into various formats such as TLV Input is in form xmlhttp to STAA where validations are done and the response is sent to the back end systems where back end systems are CSS and COSMOSS Databases The business methods deployed as EJBs on WebLogic Server shared across various market facing units of clientContributionPlayed the role of Java developer involved in creating services using JavaJ2EEWorked on requirement analysis and development for the user stories and also preformed dev unit testing for the user stories Handled E2E issues and fixing bugsWorked in Migration from java 16 to java 18
Java Developer,Education Details January 2013 Master of Engineering Information Technology Pune Maharashtra MITJanuary 2005 Bachelor of Engineering Information Technology Pusad Maharashtra Amravati UniversityJanuary 2001   Pusad Maharashtra P N Junior CollegeJanuary 1999 SSC  Pusad Maharashtra KD HighSchoolJava Developer Java Developer  Maxgen TechnologiesSkill Details Company Details company  Maxgen Technologiesdescription  Currently working in Infrasoft Technologies Andheri as a Java Developercompany  MIS Generation of Tata Sky and Tata Powerdescription  COURSES DONE Android Mobile App Development Technologies in JavaCore JavaAdvance Java JSF Hibernate Spring at NIIT in 201516ANDROID PROJECT Location Detector of Computing and Mobile Devices AndroidME PROJECT Data Deduplication My projects works to reduce redundant data from the system and free up the memory It stores unique copy of data and for more location with same data with the help of pointers can access the data JavaSUBJECTS TAUGHTC language Core Java Object Oriented Programming OOTC Database PPS Programming and problem solving AD Advance Database IAS Information Assurance and security AndroidPROGRAMMING SKILL C C Java AndroidDATABASE HANDLEDMS Access SQL OracleNATIONAL CONFERENCE 1 paper presented on A secure cipher index over encrypted character data in database On dated 2829 April 2011 at Pimpri chinchwad college of engineering Pune
Java Developer,Education Details  BE IT   pjlceJava Developer Java DeveloperSkill Details c Exprience  Less than 1 year monthsc Exprience  Less than 1 year monthsJAVA Exprience  Less than 1 year monthsDS Exprience  Less than 1 year monthsJdbc Exprience  24 monthsHibernate Exprience  Less than 1 year monthsJava J2Ee Exprience  Less than 1 year monthsJavascript Exprience  6 monthsJQuery Exprience  6 monthsAjax Exprience  6 monthsCompany Details company  Almighty tech pvt ltd nagpurdescription  1 As a Java Developer ORGANISATION Almighty tech pvt ltd Nagpur DESIGNATION Java Developer DURATION From 1st jan 2018 Notice Period 15 daysJOB RESPONSIBILITIES Resolve Bugs Develop project as per user requirementKNOWLEDGE ABOUT Programming language C C DS JavaSwing JDBC J2EE java scriptjqueryAjax Ms office Excel
Java Developer,TECHNICALSKILLS SpringMVC Hibernate JDBC Java J2EE AzureWeb SunTechnologies Services JSP Struts Servlet RestApi Scripting JavaScript AJAX HTML JSON OpenSourceTechnologies PHP Database MsSQL MySQL Oracle WebServers ApacheTomcatServer Internettechnologiesand OnesignalWebPushNotifications AzurewebServices frameworks IONIC HTML JSON OperatingSystem WindowsServer2012R2 WinXP78110 Linux Mac OS Education Details August 2013 to July 2016 BE Computer Engineering Nashik Maharashtra Late GN Sapkal COE NashikJuly 2009 to June 2013 Diploma Computer technology Nashik Maharashtra K K Wagh Polytechnic  NashikJava developer Java DeveloperSkill Details AJAX Exprience  12 monthsDATABASE Exprience  24 monthsHTML Exprience  24 monthsJ2EE Exprience  6 monthsJAVA Exprience  24 monthsSpring MVC Exprience  12 monthsIonic 3 Exprience  6 monthsAngular JS Exprience  6 monthsSpring Exprience  Less than 1 year monthsJava Exprience  Less than 1 year monthsCompany Details company  Replete business solutions pvt ltddescription  Working as Java developer in spring MVC MySQL MsSql Java J2EE Ajax Javascript ionic 3 framework angular js etc Technologies
Java Developer,TECHNICALSKILLS SpringMVC Hibernate JDBC Java J2EE AzureWeb SunTechnologies Services JSP Struts Servlet RestApi Scripting JavaScript AJAX HTML JSON OpenSourceTechnologies PHP Database MsSQL MySQL Oracle WebServers ApacheTomcatServer Internettechnologiesand OnesignalWebPushNotifications AzurewebServices frameworks IONIC HTML JSON OperatingSystem WindowsServer2012R2 WinXP78110 Linux Mac OS Education Details August 2013 to July 2016 BE Computer Engineering Nashik Maharashtra Late GN Sapkal COE NashikJuly 2009 to June 2013 Diploma Computer technology Nashik Maharashtra K K Wagh Polytechnic  NashikJava developer Java DeveloperSkill Details AJAX Exprience  12 monthsDATABASE Exprience  24 monthsHTML Exprience  24 monthsJ2EE Exprience  6 monthsJAVA Exprience  24 monthsSpring MVC Exprience  12 monthsIonic 3 Exprience  6 monthsAngular JS Exprience  6 monthsSpring Exprience  Less than 1 year monthsJava Exprience  Less than 1 year monthsCompany Details company  Replete business solutions pvt ltddescription  Working as Java developer in spring MVC MySQL MsSql Java J2EE Ajax Javascript ionic 3 framework angular js etc Technologies
Java Developer,Operating Systems Windows XP 7 10 ToolsPackages Visual Basic 60 UML Packet Tracer Web technologies Core java Advance java JSP Hibernate Spring Languages known C C Databases SQL AREAS OF INTEREST  Software Development  Programming Academic Projects Details Diploma Title Banking Software Description We used GSM technology for transaction of message for a security purpose EnvironmentOS Windows XP Technologies used frontend visual basic 60 Backend oracle 9i BE Title Single Sign On Description We have created single sign on mechanism for network security EnvironmentOS Windows 7 Technologies Used Frontend java Backend Oracle 10g ME Title Text Based Graphical Password To Overcome Shoulder Surfing Attacks Description I have created a most secure password system using Random Printing Algo EnvironmentOS Windows 10 Technologies used Frontend Java Backend MySQL Company Title Agriculture Management System Description Created Web application for Agriculture system and Farming EnvironmentOS Windows 10 Technologies used Frontend Hibernate Backend MySQL Education Details June 2015 to February 2018 MEcomputers computer Pune Maharashtra Savitribai Phule Pune UniversityJune 2007 SSC  Solapur Maharashtra Maharashtra Secondary BoardJava Developer Java DeveloperSkill Details JAVA Exprience  6 monthsDATABASES Exprience  6 monthsHibernate Exprience  Less than 1 year monthsJsp Exprience  Less than 1 year monthsServlet Exprience  Less than 1 year monthsCompany Details company  Maxgen Technologies PvtLtddescription  1 Working as a java developer over Hibernate technology Developing web application using JSP servlet and hibernatecompany  Prakshal IT academydescription  I was working as a trainer I have taught A N CCNArouting and switching
Java Developer,Computer Skills Languages And Script JSP Servlet HTML CSS Java Script Jquery Ajax Spring Hibernate Operating System Microsoft Windows 2003XPVista78 Databases My SQL Concepts OOPS Core java Advance java Development Tool Eclipse Net beans IDE Web Server Apache Tomcat 70Education Details January 2007 HSC  Amravati Maharashtra VidyaBharati collegeJanuary 2005 SSC  Amravati Maharashtra Holy Cross English SchoolJava Developer Java Developer  Kunal IT Services Pvt LtdSkill Details ECLIPSE Exprience  Less than 1 year monthsJAVA Exprience  14 monthsHIBERNATE Exprience  Less than 1 year monthsSPRING Exprience  Less than 1 year monthsjQuery Exprience  Less than 1 year monthsCompany Details company  Kunal IT Services Pvt Ltddescription  Currently Working As Java Developer In Winsol Solution Pvt Ltd From 1 July 2017 To Till DateExperience Of  2 Yrs As A Java Developer In Kunal IT Services Pvt Ltd
Java Developer,Education Details January 2016 BE Information Technology Pune Maharashtra Sawitribai Phule Pune UniversityJava Developer Java Developer  Vertical SoftwareSkill Details Company Details company  Vertical Softwaredescription  Expertise in design and development of web applications using J2EE ServletsJSP JavaScript HTML CSS JQUERY AJAX JSONExperienced in developing applications using MVC architectureGood understanding of Software Development Life Cycle Phases such as Requirementgathering analysis design development and unit testingLanguages  open Source Java J2EE Spring HibernateFrame WorkScripting Languages  Server Java JSP Servlets DB ConnectivitysSide Program JDBC JavaScript jQuery Ajax JSONApplication Server TomCatDatabase MongoDB MySqlIDEs Eclipse1 Project Title Expense LedgerRole Java DeveloperTools and Technologies Java Jsp Servlet MySql JavaScript Json Jquery Ajax2 Project Title Trimurti Developer RealestateRole Java DeveloperTools and Technologies Java Jsp Servlet MySql JavaScript Json Jquery Ajax3 Project Title Vimay EnterpriseRole Java DeveloperTools and Technologies Java Jsp Spring Hibernate Maven Jquery Ajaxcompany  Higher Secondary Schooldescription  Pune 588
Java Developer,TECHNICAL SKILLS Programming Languages Java Servlet JSP Spring Boot Web Technology HTML5 CSS3 Bootstrap JavaScript JQuery Ajax AngularJs Database MySQL IDE and Tool Eclipse spring tool Suit Net beans Sublime Text Atom Operating System Windows XP 7 8 10 ACHIEVEMENT  Java Developer Certificate from Unanth Technical Institute  Java Certificate from solo Learn  Command line crash Course certificate from Udemy JOB DETAILS Education Details January 2018 MCA  Pune Maharashtra Pune UniversityJanuary 2015 BCA  Amravati Maharashtra Amravati UniversityJanuary 2012 HSC  Amravati Maharashtra Amravati UniversityJanuary 2010 SSC  Amravati Maharashtra Amravati UniversityJava developer Full Stack Java DeveloperSkill Details Css Exprience  Less than 1 year monthsAjax Exprience  Less than 1 year monthsServlet Exprience  Less than 1 year monthsHtml5 Exprience  Less than 1 year monthsSpring Exprience  Less than 1 year monthsJava Exprience  Less than 1 year monthsJquery Exprience  Less than 1 year monthsJsp Exprience  Less than 1 year monthsJavascript Exprience  Less than 1 year monthsBootstrap Exprience  Less than 1 year monthsSpring Boot Exprience  Less than 1 year monthsCompany Details company  Salcluster technologiesdescription  Worked as java developer Developed 3 projects using java servlet jsp ajax and web technologiescompany  Salcluster Technologies LLPdescription  Technology Core Java Servlet and JSP HTML5 CSS3 Bootstrap Javascript JqueryAjax and BootstrapPROJECT DETAILS1 Title GST And Sales Billing Softwares Status Completed Duration 15 Months Abstract This is a Web application made by using Java Servlet and JSP JavaScript Jquery Ajax and MySQL on back end It is a clients website which is used for Billing It includes GST Billing Generate and print invoice It has five master pages and four common pages Masters include customer master item master uom master setup master reason master and common pages like sales order payments sales return and invoice2 Title Dinman News website Status Completed Duration 1 Months Abstract This is a Website project by using Java Servlet and JSP JavaScript Jquery Ajax and MySQL on back end It is a clients website It is used for displaying online video and text news2 Title Agri Management Website Status Completed Duration 15 Months Abstract This is a Website project by using Java Servlet and JSP JavaScript Jquery Ajax and MySQL on back end It is used for purchasing and selling vegetables all over indiacompany  OmegaSoft Technologies pvtltddescription  Company Name OmegaSoft Technologies pvtltd An  ISO certified CompanyDuration 5 monthsTechnology Java Spring Hibernate AngularJs Ajax KendoUI and BootStrapArchitecture MVC Architecture and Service based ProgrammingProject Module Login Registration and Role Assignment PaymentsINTERNSHIP PROJECT DETAILS1 Title Employment Times Status Completed Duration 4 Months Abstract This is a Website project using Java Spring Hibernate Angular Js Ajax and MySQL on back end It is a clients website which is used for posting of newspapers all over India It has 12 Modules In which it has Admin Panel Epaper Posting Subscriptions and many more It is a very light weight website built by using MVC Architecture and Service based Architecture We can also post advertisements on website and share the news on Facebook or any other social media directly It has Payment module and users are able to make payments online through debit or credit card or EWallet
Java Developer,SKILLS  1 Team leading 2 Selfmotivated 3 Hard working  Strengths Ready to learn new Programming Languages Punctual Discipline Respectfulness DECLARATION I hereby inform you that all the statement made above are true with the best of my knowledge and belief Education Details August 2014 to July 2017 MCA Computer Sciene Amravati Maharashtra SGBAU AmaravtiJava Web Developer Skill Details Core JavaJSPServletSpringHibernateStrutsJavascript Exprience  6 monthsCompany Details company  Salcluster Technologiesdescription  1  I am Java web developer2 Jsp  servlet Sprinng MVC Technologies
Java Developer,Skills  Language Java  Operating System Windows Linux CentOS 66  Databases Oracle My SQL and Derby Embedded DB  IDE Eclipse Oxygen  Tools SonarQube Putty Responsibilitis  Participated in requirements gathering and design development meetings  Reviewed code and debugged errors to improve performance  Coordinated with systems partners to finalize designs and confirm requirements  Consistently met deadlines and requirements for all production work orders  Collaborated with other developers to identify and alleviate the number of bugs in the software and provided maintenance and development of bug fixes and patch sets for existing applications Education Details  Bachelor of Engineering  Computer   Savitribai Phule Pune UniversityJava Developer Java Developer  Aurus Tech Pvt LtdSkill Details JAVA Exprience  32 monthsLINUX Exprience  6 monthsAdavance Java Exprience  Less than 1 year monthsDerby Exprience  Less than 1 year monthsOracle Exprience  Less than 1 year monthsCompany Details company  Aurus Tech Pvt Ltddescription  Having 2 years of experience in working with a Payment Gateway Solutions provider with Core Java Hardworking Java Developer enthusiastic about working with multicultural teamscompany  Aurus Tech Pvt Ltddescription   Participated in requirements gathering and design development meetings Reviewed code and debugged errors to improve performance Coordinated with systems partners to finalize designs and confirm requirements Consistently met deadlines and requirements for all production work orders Collaborated with other developers to identify and alleviate the number of bugs in the software and provided continued maintenance and development of bug fixes and patch sets for existing applications
Business Analyst,Education Details  BE Computer Science Mumbai Maharashtra Mumbai University HSC  Mumbai Maharashtra Maharashtra State Board SSC  Mumbai Maharashtra Maharashtra State BoardBusiness Analyst Business Analyst  Fino Payments BankSkill Details Company Details company  Fino Payments Bankdescription  Key Role   Indepth requirement and input gatheringResponsibilities and Achievements Conducted indepth requirement and input gathering from all concerned stakeholders Business SMEs Technical Architect and Business Architect to create artifacts like Business Requirement Document BRD to arrive at functional requirements for development team Created Functional Specification Document FSD highlighting the technical implementation and the use cases Led the Merchant Commission Module project from endtoend and coordinated for CUG and Live Designed the Account Opening Process flow endtoend during the time when bank was going Live SPOC for all the configurations both account level and customer level in production Led the Cash Controlling Processes for the field users as per the requirement from the business team Design and build proof of concepts to validate the viability of alternate approaches and determine optimum choice Involved in Process Design for development of the products Performed Functional Testing of the entire system and provided support during UAT by preparing UAT test cases performing UAT tests to onboard new processes as BAU Worked with the development teams in arriving at detailed technofunctional specifications participate in FeasibilityAnalysis Conducting twice a week meetings with the vendor to discuss the status of CRs and to resolve technical queriescompany  Fino Paytech Pvt Ltddescription  Key Role   Requirement gathering Development TestingResponsibilities and Achievements Requirement gathering preparation of traceability matrix preparation and execution of use cases developing of test plans based on requirements for Airtel Zambia National Partner Project Led the employee profile creation maintenance of employee details in the database Preparation of work flow endtoend development and testing of the module Designed the work flow process of the CAPA Corrective Action Preventive Analysis module to maintain the audit findings raised by the internal audit team Designed the Expense Management module and automated it for endtoend inhouse expense flow Designed the PMO tool Parivartan used for tracking the projects endtoend
Business Analyst,Technical Skills Application Servers IIS 60 Jboss 71 Database SQL Oracle and DB2 Report Tool iReport Crystal report Career GraphEducation Details Business Analyst Business Analyst  Zensar Technologies LtdSkill Details CRYSTAL REPORT Exprience  15 monthsDATABASE Exprience  6 monthsDB2 Exprience  6 monthsIIS Exprience  6 monthsIIS 6 Exprience  6 monthsCompany Details company  Zensar Technologies Ltddescription  Location Goregoan Mumbai Client SUN PharmaceuticalDesignation Business AnalystRole Requirement gathering gap analysis support end user training documentationcompany  Proteus Technologies Pvt Ltddescription  Base Information Management Pvt Ltd Is a Mumbai base software service provider with core competency and proven track record of installations of Enterprise Wide Solutions Base customers come from industries as wide as Pharmaceuticals Life Sciences Plastics Engineering Chemicalscompany  Wings Infonet Pvt Ltddescription  It is IT solutions Provider Company Company provides comprehensive technology solutions to Accounting trade payroll and Asset Management firms across the worldcompany  Hiral Tektronix Pvt Ltddescription  Software relates to recruitment HRMS accounting and PayrollJob Responsibilities  ERP Implementation and after go live support Documenting user requirements and developing specifications for customization Integrating with other modules integration testing  extending Post Golive support including training support to endusers Drafting functional requirements for ERP systems to represent the processes and functions involved Guiding the users in using various modules and the management for various functional issues Delivering awareness about various reports available in ERP system for day to day transactions and for MIS reporting of departmentsSystem Audit for better results and follow ups for Observation Developing and designing report using iReport and crystal report
Business Analyst,Key Skills  Requirement Gathering  Requirement Analysis Design Specifications  Client Communication  System Documentation  Problem solving  SDLC Operating Systems Windows OS UNIX LinuxUbuntu Languages Java C Web Languages JavaScript HTML Tools Citrix Software System Architect Quality Center v90  v100 Tortoise SVN DOORS Artifact Viewer JformDesigner JIRA Microsoft D365 Other Skills Microsoft Office MS Excel MS PowerPoint MS Visio AutoCAD VLSI MSCIT Certified Education Details January 2012 BE Electronics Mumbai Maharashtra Mumbai UniversityJanuary 2006    Maharashtra State BoardBusiness Analyst Business Analyst  Intertek India Pvt LtdSkill Details SDLC Exprience  75 monthsVISIO Exprience  60 monthsREQUIREMENT GATHERING Exprience  15 monthsDocumentation Exprience  Less than 1 year monthsFunctional Testing Exprience  Less than 1 year monthsBusiness Analysis Exprience  Less than 1 year monthsJira Exprience  Less than 1 year monthsCompany Details company  Intertek India Pvt Ltddescription  Business Analyst Key responsibilities include Requirements Gathering Requirements Analysis Documentation like FRD creation Providing KT sessions to the team Having Client Communication Gap Analysiscompany  Intertek India Pvt Ltddescription  Requirement Gathering from Businesses Creating FRDs Vendor interaction for functional and technical disciplines Creating Project Plan Walkthrough to team regarding the requirement  Change Proposal Management Effort Estimation Impact  Gap Analysis  Actively participate in Change proposal implementation  testing and define ways for improvement  enhancement  Defect analysis  clarifying functional queries of team members  developers  Creating UAT Test cases Executing the same Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests at various stages in the SDLCProject DetailsProject 1Inlight Feb 2018 till datePlatformNetDescriptionInlight  Supplier Risk Assessment ApplicationInlight is an Application designed to assess the Suppliers within the Supply chain The Application on boards the Importers Exporters and Suppliers Based on the role they perform a Questionnaire is assigned to them and they fill out the Questionnaire Basis the answer a scoring methodology is defined and the Suppliers are assessed to be Critical High Medium and Low This helps in assessing the risk involved in working with certain Suppliers in the Supply chainBeyond Curriculum  Completed Internship in LT  Attended Logistics Business School Training in Germany A1 Certified in German Language Travelled Onsite for Business Meetings and Discussions with ClientsPersonal Dossier company  AllCargo India Pvt Ltddescription  FRD creationClient communicationVendor ManagementHaving product Walk through with the teamcompany  AllCargo India Pvt Ltddescription  Requirement Gathering from Businesses Creating BRDs and FSDs Vendor interaction for functional and technical disciplines Creating Project Plan Analyzing business requirements and defining consistent correct and complete specification  Change Proposal Management Effort Estimation Impact  Gap Analysis  Actively participate in Change proposal implementation  testing and define ways for improvement  enhancement  Defect analysis  clarifying functional queries of team members  developers  Prepare Requirement document User manual Test cases and training material  Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests at various stages in the SDLCProject DetailsProject 1CRM Nov 2017 to Feb 2018PlatformMicrosoft D365DescriptionCRM  Sales Management SystemCRM is a Software solution specially designed for handling Sales Management This is a product provided by Microsoft which helps in tracking the sales of company the activities of the salesperson 360degree view of customer accounts This basically helps to get the overall status and view of various businesses the company is achieving from different Customers A platform where the salesperson provides the details of Lead Opportunity Accounts and Businesses Available on CloudProject 2Credit Risk Nov 2017 to Feb 2018PlatformNetDescriptionCredit Risk  Customer credit check Management SystemCredit Risk is a Software solution specially designed for checking the credit status of the customer from which businesses are gained The software basically is designed to take the KYC and the consent from the customer For those customers who provide the consent the credit report and monitoring report are obtained from the Credit Bureau Based on the reports the customer health can be determined and business with them can either be  or discontinuedWork Experience 3company  Capgemini India Pvt Ltddescription  Client DB Schenker  Analyzing business requirements and defining consistent correct and complete specification  Change Proposal Management Effort Estimation Impact  Gap Analysis  Actively participate in Change proposal implementation  testing and define ways for improvement  enhancement  Defect analysis  clarifying functional queries of team members  developers  Prepare Requirement document User manual Test cases and training material  Impart business process knowledge transfer to the team members Prepare business  functional process workflow using Visio UML etc  Working knowledge of OOAD  Object Oriented Analysis  Design concept Helping the Junior BAs in their work Supervising their work Tools  Applications System Architect DOORS UML designs  concepts HP Quality Center MWB Jformdesigner  Test Management Test Data creation Test Case writing Test Case Execution Manual Regression tests at various stages in the SDLCProject Detailscompany  Capgemini India Pvt Ltddescription  PlatformJavaDescriptionTANGO  Sea  Air Cargo Management SystemTANGO is a Software solution specially designed for handling sea and air cargo Import  Export Management TANGO manages the creation of Shipment Tracking the shipment via multiple service legs ie Pickup Delivery leg etc It helps in managing the end to end shipment with respect to the entire department involvement globallyWork Experience 2company  Capgemini India Pvt Ltddescription  
